order_id;date;day;day_time;month;year;time;hour
44;01/01/2022;Sab;01;Jan;2022;17.54.20;17
45;01/01/2022;Sab;01;Jan;2022;17.55.48;17
46;01/01/2022;Sab;01;Jan;2022;18.25.51;18
47;01/01/2022;Sab;01;Jan;2022;18.26.34;18
48;01/01/2022;Sab;01;Jan;2022;18.26.42;18
49;01/01/2022;Sab;01;Jan;2022;18.33.00;18
50;01/01/2022;Sab;01;Jan;2022;18.41.01;18
51;01/01/2022;Sab;01;Jan;2022;18.48.28;18
52;01/01/2022;Sab;01;Jan;2022;18.53.02;18
53;01/01/2022;Sab;01;Jan;2022;18.54.17;18
54;01/01/2022;Sab;01;Jan;2022;19.01.45;19
55;01/01/2022;Sab;01;Jan;2022;19.03.19;19
56;01/01/2022;Sab;01;Jan;2022;19.07.00;19
57;01/01/2022;Sab;01;Jan;2022;19.10.51;19
58;01/01/2022;Sab;01;Jan;2022;19.30.40;19
59;01/01/2022;Sab;01;Jan;2022;19.40.08;19
60;01/01/2022;Sab;01;Jan;2022;20.05.16;20
61;01/01/2022;Sab;01;Jan;2022;20.08.43;20
62;01/01/2022;Sab;01;Jan;2022;20.50.16;20
63;01/01/2022;Sab;01;Jan;2022;20.51.42;20
64;01/01/2022;Sab;01;Jan;2022;20.52.08;20
65;01/01/2022;Sab;01;Jan;2022;21.16.00;21
66;01/01/2022;Sab;01;Jan;2022;21.47.55;21
67;01/01/2022;Sab;01;Jan;2022;22.03.40;22
68;01/01/2022;Sab;01;Jan;2022;22.07.32;22
69;01/01/2022;Sab;01;Jan;2022;22.12.13;22
70;02/01/2022;Mgg;02;Jan;2022;11.38.51;11
71;02/01/2022;Mgg;02;Jan;2022;11.40.50;11
72;02/01/2022;Mgg;02;Jan;2022;11.57.25;11
73;02/01/2022;Mgg;02;Jan;2022;11.58.56;11
74;02/01/2022;Mgg;02;Jan;2022;12.01.12;12
75;02/01/2022;Mgg;02;Jan;2022;12.10.15;12
76;02/01/2022;Mgg;02;Jan;2022;12.21.17;12
77;02/01/2022;Mgg;02;Jan;2022;12.22.46;12
78;02/01/2022;Mgg;02;Jan;2022;12.28.14;12
79;02/01/2022;Mgg;02;Jan;2022;12.29.11;12
80;02/01/2022;Mgg;02;Jan;2022;12.35.38;12
81;02/01/2022;Mgg;02;Jan;2022;12.40.01;12
82;02/01/2022;Mgg;02;Jan;2022;12.45.51;12
83;02/01/2022;Mgg;02;Jan;2022;12.53.27;12
84;02/01/2022;Mgg;02;Jan;2022;13.13.41;13
85;02/01/2022;Mgg;02;Jan;2022;13.34.49;13
86;02/01/2022;Mgg;02;Jan;2022;13.40.31;13
87;02/01/2022;Mgg;02;Jan;2022;14.01.02;14
88;02/01/2022;Mgg;02;Jan;2022;14.10.08;14
89;02/01/2022;Mgg;02;Jan;2022;14.30.19;14
90;02/01/2022;Mgg;02;Jan;2022;15.08.48;15
91;02/01/2022;Mgg;02;Jan;2022;15.14.43;15
92;02/01/2022;Mgg;02;Jan;2022;15.17.02;15
93;02/01/2022;Mgg;02;Jan;2022;15.29.31;15
94;02/01/2022;Mgg;02;Jan;2022;16.17.16;16
95;02/01/2022;Mgg;02;Jan;2022;16.18.04;16
96;02/01/2022;Mgg;02;Jan;2022;16.21.20;16
97;02/01/2022;Mgg;02;Jan;2022;16.45.33;16
98;02/01/2022;Mgg;02;Jan;2022;17.18.18;17
99;02/01/2022;Mgg;02;Jan;2022;17.45.42;17
100;02/01/2022;Mgg;02;Jan;2022;17.46.17;17
101;02/01/2022;Mgg;02;Jan;2022;17.51.33;17
102;02/01/2022;Mgg;02;Jan;2022;17.54.04;17
103;02/01/2022;Mgg;02;Jan;2022;18.02.09;18
104;02/01/2022;Mgg;02;Jan;2022;18.02.12;18
105;02/01/2022;Mgg;02;Jan;2022;18.12.01;18
106;02/01/2022;Mgg;02;Jan;2022;18.12.13;18
107;02/01/2022;Mgg;02;Jan;2022;18.25.09;18
108;02/01/2022;Mgg;02;Jan;2022;18.25.25;18
109;02/01/2022;Mgg;02;Jan;2022;18.27.50;18
110;02/01/2022;Mgg;02;Jan;2022;18.36.19;18
111;02/01/2022;Mgg;02;Jan;2022;18.38.01;18
112;02/01/2022;Mgg;02;Jan;2022;18.41.40;18
113;02/01/2022;Mgg;02;Jan;2022;18.50.21;18
114;02/01/2022;Mgg;02;Jan;2022;18.59.32;18
115;02/01/2022;Mgg;02;Jan;2022;19.05.17;19
116;02/01/2022;Mgg;02;Jan;2022;19.18.49;19
117;02/01/2022;Mgg;02;Jan;2022;19.23.02;19
118;02/01/2022;Mgg;02;Jan;2022;19.26.59;19
119;02/01/2022;Mgg;02;Jan;2022;19.32.29;19
120;02/01/2022;Mgg;02;Jan;2022;19.35.07;19
121;02/01/2022;Mgg;02;Jan;2022;19.38.48;19
122;02/01/2022;Mgg;02;Jan;2022;19.50.19;19
123;02/01/2022;Mgg;02;Jan;2022;20.12.09;20
124;02/01/2022;Mgg;02;Jan;2022;20.12.34;20
125;02/01/2022;Mgg;02;Jan;2022;20.31.06;20
126;02/01/2022;Mgg;02;Jan;2022;20.53.42;20
127;02/01/2022;Mgg;02;Jan;2022;20.58.23;20
128;02/01/2022;Mgg;02;Jan;2022;21.05.06;21
129;02/01/2022;Mgg;02;Jan;2022;21.13.02;21
130;02/01/2022;Mgg;02;Jan;2022;21.14.55;21
131;02/01/2022;Mgg;02;Jan;2022;21.33.10;21
132;02/01/2022;Mgg;02;Jan;2022;21.42.45;21
133;02/01/2022;Mgg;02;Jan;2022;22.00.17;22
134;02/01/2022;Mgg;02;Jan;2022;22.13.24;22
135;02/01/2022;Mgg;02;Jan;2022;22.29.34;22
136;02/01/2022;Mgg;02;Jan;2022;22.32.49;22
137;03/01/2022;Sen;03;Jan;2022;11.34.10;11
138;03/01/2022;Sen;03;Jan;2022;11.44.50;11
139;03/01/2022;Sen;03;Jan;2022;11.57.39;11
140;03/01/2022;Sen;03;Jan;2022;12.26.44;12
141;03/01/2022;Sen;03;Jan;2022;13.16.01;13
142;03/01/2022;Sen;03;Jan;2022;13.33.59;13
143;03/01/2022;Sen;03;Jan;2022;13.41.36;13
144;03/01/2022;Sen;03;Jan;2022;13.44.28;13
145;03/01/2022;Sen;03;Jan;2022;13.53.48;13
146;03/01/2022;Sen;03;Jan;2022;14.22.10;14
147;03/01/2022;Sen;03;Jan;2022;14.32.51;14
148;03/01/2022;Sen;03;Jan;2022;14.40.42;14
149;03/01/2022;Sen;03;Jan;2022;14.48.45;14
150;03/01/2022;Sen;03;Jan;2022;14.49.58;14
151;03/01/2022;Sen;03;Jan;2022;15.09.34;15
152;03/01/2022;Sen;03;Jan;2022;15.09.42;15
153;03/01/2022;Sen;03;Jan;2022;15.16.34;15
154;03/01/2022;Sen;03;Jan;2022;15.22.43;15
155;03/01/2022;Sen;03;Jan;2022;15.28.59;15
156;03/01/2022;Sen;03;Jan;2022;15.42.19;15
157;03/01/2022;Sen;03;Jan;2022;15.43.03;15
158;03/01/2022;Sen;03;Jan;2022;15.54.30;15
159;03/01/2022;Sen;03;Jan;2022;15.59.22;15
160;03/01/2022;Sen;03;Jan;2022;16.35.33;16
161;03/01/2022;Sen;03;Jan;2022;16.43.46;16
162;03/01/2022;Sen;03;Jan;2022;16.51.22;16
163;03/01/2022;Sen;03;Jan;2022;16.54.54;16
164;03/01/2022;Sen;03;Jan;2022;16.56.33;16
165;03/01/2022;Sen;03;Jan;2022;16.57.37;16
166;03/01/2022;Sen;03;Jan;2022;16.58.51;16
167;03/01/2022;Sen;03;Jan;2022;17.00.49;17
168;03/01/2022;Sen;03;Jan;2022;17.02.27;17
169;03/01/2022;Sen;03;Jan;2022;17.15.48;17
170;03/01/2022;Sen;03;Jan;2022;17.21.31;17
171;03/01/2022;Sen;03;Jan;2022;17.23.03;17
172;03/01/2022;Sen;03;Jan;2022;17.29.24;17
173;03/01/2022;Sen;03;Jan;2022;17.35.30;17
174;03/01/2022;Sen;03;Jan;2022;17.37.49;17
175;03/01/2022;Sen;03;Jan;2022;17.50.51;17
176;03/01/2022;Sen;03;Jan;2022;17.51.57;17
177;03/01/2022;Sen;03;Jan;2022;17.54.36;17
178;03/01/2022;Sen;03;Jan;2022;18.15.03;18
179;03/01/2022;Sen;03;Jan;2022;18.20.14;18
180;03/01/2022;Sen;03;Jan;2022;18.33.34;18
181;03/01/2022;Sen;03;Jan;2022;18.49.32;18
182;03/01/2022;Sen;03;Jan;2022;18.50.10;18
183;03/01/2022;Sen;03;Jan;2022;18.54.55;18
184;03/01/2022;Sen;03;Jan;2022;18.59.05;18
185;03/01/2022;Sen;03;Jan;2022;19.08.33;19
186;03/01/2022;Sen;03;Jan;2022;19.36.00;19
187;03/01/2022;Sen;03;Jan;2022;19.37.12;19
188;03/01/2022;Sen;03;Jan;2022;20.08.39;20
189;03/01/2022;Sen;03;Jan;2022;20.12.14;20
190;03/01/2022;Sen;03;Jan;2022;20.14.23;20
191;03/01/2022;Sen;03;Jan;2022;20.24.50;20
192;03/01/2022;Sen;03;Jan;2022;20.30.08;20
193;03/01/2022;Sen;03;Jan;2022;20.55.47;20
194;03/01/2022;Sen;03;Jan;2022;21.21.24;21
195;03/01/2022;Sen;03;Jan;2022;21.25.20;21
196;03/01/2022;Sen;03;Jan;2022;21.40.14;21
197;03/01/2022;Sen;03;Jan;2022;21.47.48;21
198;03/01/2022;Sen;03;Jan;2022;21.55.42;21
199;03/01/2022;Sen;03;Jan;2022;22.10.38;22
200;03/01/2022;Sen;03;Jan;2022;22.24.05;22
201;03/01/2022;Sen;03;Jan;2022;22.29.59;22
202;03/01/2022;Sen;03;Jan;2022;22.50.29;22
203;04/01/2022;Sel;04;Jan;2022;11.30.48;11
204;04/01/2022;Sel;04;Jan;2022;11.36.25;11
205;04/01/2022;Sel;04;Jan;2022;11.43.54;11
206;04/01/2022;Sel;04;Jan;2022;11.45.10;11
207;04/01/2022;Sel;04;Jan;2022;12.03.58;12
208;04/01/2022;Sel;04;Jan;2022;12.12.05;12
209;04/01/2022;Sel;04;Jan;2022;12.29.17;12
210;04/01/2022;Sel;04;Jan;2022;12.34.13;12
211;04/01/2022;Sel;04;Jan;2022;12.54.20;12
212;04/01/2022;Sel;04;Jan;2022;13.16.03;13
213;04/01/2022;Sel;04;Jan;2022;13.20.39;13
214;04/01/2022;Sel;04;Jan;2022;13.39.16;13
215;04/01/2022;Sel;04;Jan;2022;13.44.49;13
216;04/01/2022;Sel;04;Jan;2022;14.31.56;14
217;04/01/2022;Sel;04;Jan;2022;14.35.03;14
218;04/01/2022;Sel;04;Jan;2022;14.35.11;14
219;04/01/2022;Sel;04;Jan;2022;14.42.01;14
220;04/01/2022;Sel;04;Jan;2022;15.31.59;15
221;04/01/2022;Sel;04;Jan;2022;15.33.18;15
222;04/01/2022;Sel;04;Jan;2022;15.46.38;15
223;04/01/2022;Sel;04;Jan;2022;16.08.20;16
224;04/01/2022;Sel;04;Jan;2022;16.39.58;16
225;04/01/2022;Sel;04;Jan;2022;16.41.48;16
226;04/01/2022;Sel;04;Jan;2022;16.59.39;16
227;04/01/2022;Sel;04;Jan;2022;17.24.39;17
228;04/01/2022;Sel;04;Jan;2022;17.31.24;17
229;04/01/2022;Sel;04;Jan;2022;17.37.57;17
230;04/01/2022;Sel;04;Jan;2022;17.58.38;17
231;04/01/2022;Sel;04;Jan;2022;18.04.18;18
232;04/01/2022;Sel;04;Jan;2022;18.21.59;18
233;04/01/2022;Sel;04;Jan;2022;18.26.51;18
234;04/01/2022;Sel;04;Jan;2022;18.36.09;18
235;04/01/2022;Sel;04;Jan;2022;18.51.30;18
236;04/01/2022;Sel;04;Jan;2022;19.21.04;19
237;04/01/2022;Sel;04;Jan;2022;19.27.48;19
238;04/01/2022;Sel;04;Jan;2022;19.45.15;19
239;04/01/2022;Sel;04;Jan;2022;19.57.52;19
240;04/01/2022;Sel;04;Jan;2022;20.10.24;20
241;04/01/2022;Sel;04;Jan;2022;20.11.25;20
242;04/01/2022;Sel;04;Jan;2022;20.15.29;20
243;04/01/2022;Sel;04;Jan;2022;20.26.17;20
244;04/01/2022;Sel;04;Jan;2022;20.26.22;20
245;04/01/2022;Sel;04;Jan;2022;20.28.41;20
246;04/01/2022;Sel;04;Jan;2022;20.30.48;20
247;04/01/2022;Sel;04;Jan;2022;20.55.29;20
248;04/01/2022;Sel;04;Jan;2022;20.58.19;20
249;04/01/2022;Sel;04;Jan;2022;21.06.16;21
250;04/01/2022;Sel;04;Jan;2022;21.07.05;21
251;04/01/2022;Sel;04;Jan;2022;21.10.05;21
252;04/01/2022;Sel;04;Jan;2022;22.13.15;22
253;04/01/2022;Sel;04;Jan;2022;22.16.18;22
254;04/01/2022;Sel;04;Jan;2022;22.22.13;22
255;05/01/2022;Rab;05;Jan;2022;11.23.35;11
256;05/01/2022;Rab;05;Jan;2022;11.56.06;11
257;05/01/2022;Rab;05;Jan;2022;11.59.04;11
258;05/01/2022;Rab;05;Jan;2022;11.59.23;11
259;05/01/2022;Rab;05;Jan;2022;12.04.25;12
260;05/01/2022;Rab;05;Jan;2022;12.06.27;12
261;05/01/2022;Rab;05;Jan;2022;12.38.29;12
262;05/01/2022;Rab;05;Jan;2022;12.42.01;12
263;05/01/2022;Rab;05;Jan;2022;12.57.22;12
264;05/01/2022;Rab;05;Jan;2022;13.03.59;13
265;05/01/2022;Rab;05;Jan;2022;13.04.42;13
266;05/01/2022;Rab;05;Jan;2022;13.09.29;13
267;05/01/2022;Rab;05;Jan;2022;13.37.50;13
268;05/01/2022;Rab;05;Jan;2022;13.40.46;13
269;05/01/2022;Rab;05;Jan;2022;13.49.34;13
270;05/01/2022;Rab;05;Jan;2022;14.09.02;14
271;05/01/2022;Rab;05;Jan;2022;14.22.19;14
272;05/01/2022;Rab;05;Jan;2022;14.24.05;14
273;05/01/2022;Rab;05;Jan;2022;14.28.00;14
274;05/01/2022;Rab;05;Jan;2022;14.36.33;14
275;05/01/2022;Rab;05;Jan;2022;14.38.14;14
276;05/01/2022;Rab;05;Jan;2022;15.18.18;15
277;05/01/2022;Rab;05;Jan;2022;15.41.50;15
278;05/01/2022;Rab;05;Jan;2022;15.49.21;15
279;05/01/2022;Rab;05;Jan;2022;16.07.03;16
280;05/01/2022;Rab;05;Jan;2022;16.20.23;16
281;05/01/2022;Rab;05;Jan;2022;16.33.48;16
282;05/01/2022;Rab;05;Jan;2022;16.49.38;16
283;05/01/2022;Rab;05;Jan;2022;16.51.43;16
284;05/01/2022;Rab;05;Jan;2022;16.58.16;16
285;05/01/2022;Rab;05;Jan;2022;16.58.38;16
286;05/01/2022;Rab;05;Jan;2022;17.01.23;17
287;05/01/2022;Rab;05;Jan;2022;17.30.09;17
288;05/01/2022;Rab;05;Jan;2022;17.32.44;17
289;05/01/2022;Rab;05;Jan;2022;17.36.23;17
290;05/01/2022;Rab;05;Jan;2022;17.41.16;17
291;05/01/2022;Rab;05;Jan;2022;17.44.39;17
292;05/01/2022;Rab;05;Jan;2022;17.48.59;17
293;05/01/2022;Rab;05;Jan;2022;17.58.38;17
294;05/01/2022;Rab;05;Jan;2022;18.16.35;18
295;05/01/2022;Rab;05;Jan;2022;18.20.12;18
296;05/01/2022;Rab;05;Jan;2022;18.46.54;18
297;05/01/2022;Rab;05;Jan;2022;19.02.18;19
298;05/01/2022;Rab;05;Jan;2022;19.10.36;19
299;05/01/2022;Rab;05;Jan;2022;19.34.31;19
300;05/01/2022;Rab;05;Jan;2022;19.42.54;19
301;05/01/2022;Rab;05;Jan;2022;19.45.58;19
302;05/01/2022;Rab;05;Jan;2022;19.57.37;19
303;05/01/2022;Rab;05;Jan;2022;20.02.51;20
304;05/01/2022;Rab;05;Jan;2022;20.07.58;20
305;05/01/2022;Rab;05;Jan;2022;20.35.40;20
306;05/01/2022;Rab;05;Jan;2022;20.37.40;20
307;05/01/2022;Rab;05;Jan;2022;21.45.38;21
308;05/01/2022;Rab;05;Jan;2022;21.59.46;21
309;06/01/2022;Kam;06;Jan;2022;11.39.06;11
310;06/01/2022;Kam;06;Jan;2022;11.40.48;11
311;06/01/2022;Kam;06;Jan;2022;11.57.27;11
312;06/01/2022;Kam;06;Jan;2022;12.05.21;12
313;06/01/2022;Kam;06;Jan;2022;12.09.09;12
314;06/01/2022;Kam;06;Jan;2022;12.11.58;12
315;06/01/2022;Kam;06;Jan;2022;12.17.40;12
316;06/01/2022;Kam;06;Jan;2022;12.29.34;12
317;06/01/2022;Kam;06;Jan;2022;12.31.00;12
318;06/01/2022;Kam;06;Jan;2022;12.45.14;12
319;06/01/2022;Kam;06;Jan;2022;12.46.22;12
320;06/01/2022;Kam;06;Jan;2022;12.46.40;12
321;06/01/2022;Kam;06;Jan;2022;12.56.21;12
322;06/01/2022;Kam;06;Jan;2022;13.02.13;13
323;06/01/2022;Kam;06;Jan;2022;13.05.33;13
324;06/01/2022;Kam;06;Jan;2022;13.06.44;13
325;06/01/2022;Kam;06;Jan;2022;13.07.32;13
326;06/01/2022;Kam;06;Jan;2022;13.10.13;13
327;06/01/2022;Kam;06;Jan;2022;13.10.54;13
328;06/01/2022;Kam;06;Jan;2022;13.16.35;13
329;06/01/2022;Kam;06;Jan;2022;13.22.44;13
330;06/01/2022;Kam;06;Jan;2022;13.27.11;13
331;06/01/2022;Kam;06;Jan;2022;13.43.30;13
332;06/01/2022;Kam;06;Jan;2022;14.12.01;14
333;06/01/2022;Kam;06;Jan;2022;14.16.36;14
334;06/01/2022;Kam;06;Jan;2022;14.24.18;14
335;06/01/2022;Kam;06;Jan;2022;14.24.47;14
336;06/01/2022;Kam;06;Jan;2022;14.51.41;14
337;06/01/2022;Kam;06;Jan;2022;15.03.12;15
338;06/01/2022;Kam;06;Jan;2022;15.18.26;15
339;06/01/2022;Kam;06;Jan;2022;15.25.13;15
340;06/01/2022;Kam;06;Jan;2022;15.35.32;15
341;06/01/2022;Kam;06;Jan;2022;15.35.47;15
342;06/01/2022;Kam;06;Jan;2022;15.44.12;15
343;06/01/2022;Kam;06;Jan;2022;15.45.37;15
344;06/01/2022;Kam;06;Jan;2022;16.01.11;16
345;06/01/2022;Kam;06;Jan;2022;16.01.47;16
346;06/01/2022;Kam;06;Jan;2022;16.30.00;16
347;06/01/2022;Kam;06;Jan;2022;16.37.17;16
348;06/01/2022;Kam;06;Jan;2022;16.49.12;16
349;06/01/2022;Kam;06;Jan;2022;17.25.58;17
350;06/01/2022;Kam;06;Jan;2022;17.37.05;17
351;06/01/2022;Kam;06;Jan;2022;17.37.29;17
352;06/01/2022;Kam;06;Jan;2022;17.45.48;17
353;06/01/2022;Kam;06;Jan;2022;17.59.48;17
354;06/01/2022;Kam;06;Jan;2022;18.01.44;18
355;06/01/2022;Kam;06;Jan;2022;18.14.45;18
356;06/01/2022;Kam;06;Jan;2022;18.16.05;18
357;06/01/2022;Kam;06;Jan;2022;18.27.58;18
358;06/01/2022;Kam;06;Jan;2022;18.30.12;18
359;06/01/2022;Kam;06;Jan;2022;18.33.08;18
360;06/01/2022;Kam;06;Jan;2022;18.50.38;18
361;06/01/2022;Kam;06;Jan;2022;19.12.38;19
362;06/01/2022;Kam;06;Jan;2022;19.13.36;19
363;06/01/2022;Kam;06;Jan;2022;19.20.31;19
364;06/01/2022;Kam;06;Jan;2022;19.27.24;19
365;06/01/2022;Kam;06;Jan;2022;19.37.26;19
366;06/01/2022;Kam;06;Jan;2022;20.04.20;20
367;06/01/2022;Kam;06;Jan;2022;20.05.12;20
368;06/01/2022;Kam;06;Jan;2022;20.28.16;20
369;06/01/2022;Kam;06;Jan;2022;20.30.06;20
370;06/01/2022;Kam;06;Jan;2022;21.02.30;21
371;06/01/2022;Kam;06;Jan;2022;21.15.20;21
372;06/01/2022;Kam;06;Jan;2022;22.26.59;22
373;07/01/2022;Jum;07;Jan;2022;11.45.18;11
374;07/01/2022;Jum;07;Jan;2022;11.55.59;11
375;07/01/2022;Jum;07;Jan;2022;11.58.36;11
376;07/01/2022;Jum;07;Jan;2022;12.01.17;12
377;07/01/2022;Jum;07;Jan;2022;12.03.18;12
378;07/01/2022;Jum;07;Jan;2022;12.19.37;12
379;07/01/2022;Jum;07;Jan;2022;12.25.37;12
380;07/01/2022;Jum;07;Jan;2022;12.32.10;12
381;07/01/2022;Jum;07;Jan;2022;12.33.06;12
382;07/01/2022;Jum;07;Jan;2022;12.33.07;12
383;07/01/2022;Jum;07;Jan;2022;12.43.59;12
384;07/01/2022;Jum;07;Jan;2022;12.51.46;12
385;07/01/2022;Jum;07;Jan;2022;12.54.19;12
386;07/01/2022;Jum;07;Jan;2022;12.58.16;12
387;07/01/2022;Jum;07;Jan;2022;13.03.14;13
388;07/01/2022;Jum;07;Jan;2022;13.04.56;13
389;07/01/2022;Jum;07;Jan;2022;13.10.17;13
390;07/01/2022;Jum;07;Jan;2022;13.15.32;13
391;07/01/2022;Jum;07;Jan;2022;13.25.31;13
392;07/01/2022;Jum;07;Jan;2022;13.36.47;13
393;07/01/2022;Jum;07;Jan;2022;13.48.31;13
394;07/01/2022;Jum;07;Jan;2022;14.02.18;14
395;07/01/2022;Jum;07;Jan;2022;14.11.08;14
396;07/01/2022;Jum;07;Jan;2022;14.12.21;14
397;07/01/2022;Jum;07;Jan;2022;14.31.10;14
398;07/01/2022;Jum;07;Jan;2022;14.56.26;14
399;07/01/2022;Jum;07;Jan;2022;15.47.49;15
400;07/01/2022;Jum;07;Jan;2022;16.03.07;16
401;07/01/2022;Jum;07;Jan;2022;16.08.35;16
402;07/01/2022;Jum;07;Jan;2022;16.24.46;16
403;07/01/2022;Jum;07;Jan;2022;16.26.10;16
404;07/01/2022;Jum;07;Jan;2022;16.39.27;16
405;07/01/2022;Jum;07;Jan;2022;16.44.16;16
406;07/01/2022;Jum;07;Jan;2022;16.50.49;16
407;07/01/2022;Jum;07;Jan;2022;16.56.42;16
408;07/01/2022;Jum;07;Jan;2022;17.09.09;17
409;07/01/2022;Jum;07;Jan;2022;17.15.04;17
410;07/01/2022;Jum;07;Jan;2022;17.33.49;17
411;07/01/2022;Jum;07;Jan;2022;17.58.09;17
412;07/01/2022;Jum;07;Jan;2022;18.07.46;18
413;07/01/2022;Jum;07;Jan;2022;18.11.32;18
414;07/01/2022;Jum;07;Jan;2022;18.13.22;18
415;07/01/2022;Jum;07;Jan;2022;18.16.23;18
416;07/01/2022;Jum;07;Jan;2022;18.17.42;18
417;07/01/2022;Jum;07;Jan;2022;18.24.40;18
418;07/01/2022;Jum;07;Jan;2022;18.40.11;18
419;07/01/2022;Jum;07;Jan;2022;19.02.31;19
420;07/01/2022;Jum;07;Jan;2022;19.04.40;19
421;07/01/2022;Jum;07;Jan;2022;19.21.58;19
422;07/01/2022;Jum;07;Jan;2022;19.30.25;19
423;07/01/2022;Jum;07;Jan;2022;19.45.07;19
424;07/01/2022;Jum;07;Jan;2022;20.01.28;20
425;07/01/2022;Jum;07;Jan;2022;20.21.19;20
426;07/01/2022;Jum;07;Jan;2022;20.25.45;20
427;07/01/2022;Jum;07;Jan;2022;21.49.00;21
428;07/01/2022;Jum;07;Jan;2022;22.05.00;22
429;07/01/2022;Jum;07;Jan;2022;22.16.53;22
430;07/01/2022;Jum;07;Jan;2022;22.46.13;22
431;08/01/2022;Sab;08;Jan;2022;11.17.13;11
432;08/01/2022;Sab;08;Jan;2022;11.39.07;11
433;08/01/2022;Sab;08;Jan;2022;11.49.50;11
434;08/01/2022;Sab;08;Jan;2022;11.54.14;11
435;08/01/2022;Sab;08;Jan;2022;12.06.09;12
436;08/01/2022;Sab;08;Jan;2022;12.07.21;12
437;08/01/2022;Sab;08;Jan;2022;12.07.54;12
438;08/01/2022;Sab;08;Jan;2022;12.08.38;12
439;08/01/2022;Sab;08;Jan;2022;12.13.08;12
440;08/01/2022;Sab;08;Jan;2022;12.16.34;12
441;08/01/2022;Sab;08;Jan;2022;12.16.58;12
442;08/01/2022;Sab;08;Jan;2022;12.28.49;12
443;08/01/2022;Sab;08;Jan;2022;12.34.20;12
444;08/01/2022;Sab;08;Jan;2022;12.40.05;12
445;08/01/2022;Sab;08;Jan;2022;12.57.39;12
446;08/01/2022;Sab;08;Jan;2022;12.58.01;12
447;08/01/2022;Sab;08;Jan;2022;13.02.00;13
448;08/01/2022;Sab;08;Jan;2022;13.03.34;13
449;08/01/2022;Sab;08;Jan;2022;13.04.15;13
450;08/01/2022;Sab;08;Jan;2022;13.07.53;13
451;08/01/2022;Sab;08;Jan;2022;13.19.06;13
452;08/01/2022;Sab;08;Jan;2022;13.24.11;13
453;08/01/2022;Sab;08;Jan;2022;13.27.14;13
454;08/01/2022;Sab;08;Jan;2022;13.31.40;13
455;08/01/2022;Sab;08;Jan;2022;13.39.14;13
456;08/01/2022;Sab;08;Jan;2022;13.47.53;13
457;08/01/2022;Sab;08;Jan;2022;13.59.04;13
458;08/01/2022;Sab;08;Jan;2022;14.00.05;14
459;08/01/2022;Sab;08;Jan;2022;14.14.02;14
460;08/01/2022;Sab;08;Jan;2022;14.19.58;14
461;08/01/2022;Sab;08;Jan;2022;14.21.19;14
462;08/01/2022;Sab;08;Jan;2022;14.38.41;14
463;08/01/2022;Sab;08;Jan;2022;14.40.28;14
